dedup_id,title,authors,year,venue,doi,url,abstract,source_database,string_id,also_found_in,title_screen,title_fail_reason
REC-312,A Novel Deep Learning Method for Intelligent Fault Diagnosis of Rotating Machinery Based on Improved CNN-SVM and Multichannel Data Fusion,"Wenfeng Gong, Hui Chen, Zehui Zhang, Meiling Zhang, Ruihan Wang, Cong Guan, Qin Wang",2019,Sensors,10.3390/s19071693,https://doi.org/10.3390/s19071693,"Intelligent fault diagnosis methods based on deep learning becomes a research hotspot in the fault diagnosis field. Automatically and accurately identifying the incipient micro-fault of rotating machinery, especially for fault orientations and severity degree, is still a major challenge in the field of intelligent fault diagnosis. The traditional fault diagnosis methods rely on the manual feature extraction of engineers with prior knowledge. To effectively identify an incipient fault in rotating machinery, this paper proposes a novel method, namely improved the convolutional neural network-support vector machine (CNN-SVM) method. This method improves the traditional convolutional neural network (CNN) model structure by introducing the global average pooling technology and SVM. Firstly, the temporal and spatial multichannel raw data from multiple sensors is directly input into the improved CNN-Softmax model for the training of the CNN model. Secondly, the improved CNN are used for extracting representative features from the raw fault data. Finally, the extracted sparse representative feature vectors are input into SVM for fault classification. The proposed method is applied to the diagnosis multichannel vibration signal monitoring data of a rolling bearing. The results confirm that the proposed method is more effective than other existing intelligence diagnosis methods including SVM, K-nearest neighbor, back-propagation neural network, deep BP neural network, and traditional CNN.",OpenAlex,B,OpenAlex/B,MAYBE,
REC-313,Predicting the cavitating marine propeller noise at design stage: A deep learning based approach,"Leonardo Miglianti, Francesca Cipollini, Luca Oneto, Giorgio Tani, Stefano Gaggero, Andrea Coraddu, Michele Viviani",2020,Ocean Engineering,10.1016/j.oceaneng.2020.107481,https://doi.org/10.1016/j.oceaneng.2020.107481,,OpenAlex,B,OpenAlex/B; OpenAlex/C,MAYBE,
REC-314,A Systematic and Meta-Analysis Survey of Whale Optimization Algorithm,"Hardi M. Mohammed, Shahla U. Umar, Tarik A. Rashid",2019,Computational Intelligence and Neuroscience,10.1155/2019/8718571,https://doi.org/10.1155/2019/8718571,"The whale optimization algorithm (WOA) is a nature-inspired metaheuristic optimization algorithm, which was proposed by Mirjalili and Lewis in 2016. This algorithm has shown its ability to solve many problems. Comprehensive surveys have been conducted about some other nature-inspired algorithms, such as ABC and PSO. Nonetheless, no survey search work has been conducted on WOA. Therefore, in this paper, a systematic and meta-analysis survey of WOA is conducted to help researchers to use it in different areas or hybridize it with other common algorithms. Thus, WOA is presented in depth in terms of algorithmic backgrounds, its characteristics, limitations, modifications, hybridizations, and applications. Next, WOA performances are presented to solve different problems. Then, the statistical results of WOA modifications and hybridizations are established and compared with the most common optimization algorithms and WOA. The survey's results indicate that WOA performs better than other common algorithms in terms of convergence speed and balancing between exploration and exploitation. WOA modifications and hybridizations also perform well compared to WOA. In addition, our investigation paves a way to present a new technique by hybridizing both WOA and BAT algorithms. The BAT algorithm is used for the exploration phase, whereas the WOA algorithm is used for the exploitation phase. Finally, statistical results obtained from WOA-BAT are very competitive and better than WOA in 16 benchmarks functions. WOA-BAT also outperforms well in 13 functions from CEC2005 and 7 functions from CEC2019.",OpenAlex,B,OpenAlex/B,FAIL,E1:whale optimization
REC-315,Deep learning approach towards accurate state of charge estimation for lithium-ion batteries using self-supervised transformer model,"M. A. Hannan, D. N. T. How, Molla Shahadat Hossain Lipu, Muhamad Mansor, Pin Jern Ker, Zhao Yang Dong, Khairul Salleh Mohamed Sahari, S. K. Tiong, Kashem M. Muttaqi, T.M.I. Mahlia, Frede Blaabjerg",2021,Scientific Reports,10.1038/s41598-021-98915-8,https://doi.org/10.1038/s41598-021-98915-8,"Accurate state of charge (SOC) estimation of lithium-ion (Li-ion) batteries is crucial in prolonging cell lifespan and ensuring its safe operation for electric vehicle applications. In this article, we propose the deep learning-based transformer model trained with self-supervised learning (SSL) for end-to-end SOC estimation without the requirements of feature engineering or adaptive filtering. We demonstrate that with the SSL framework, the proposed deep learning transformer model achieves the lowest root-mean-square-error (RMSE) of 0.90% and a mean-absolute-error (MAE) of 0.44% at constant ambient temperature, and RMSE of 1.19% and a MAE of 0.7% at varying ambient temperature. With SSL, the proposed model can be trained with as few as 5 epochs using only 20% of the total training data and still achieves less than 1.9% RMSE on the test data. Finally, we also demonstrate that the learning weights during the SSL training can be transferred to a new Li-ion cell with different chemistry and still achieve on-par performance compared to the models trained from scratch on the new cell.",OpenAlex,B,OpenAlex/B; OpenAlex/C; OpenAlex/D,FAIL,E5:state of charge
REC-316,Deep Concatenated Residual Network With Bidirectional LSTM for One-Hour-Ahead Wind Power Forecasting,"Min-Seung Ko, Kwangsuk Lee, Jae-Kyeong Kim, Chang Woo Hong, Zhao Yang Dong, Kyeon Hur",2020,IEEE Transactions on Sustainable Energy,10.1109/tste.2020.3043884,https://doi.org/10.1109/tste.2020.3043884,"This paper presents a deep residual network for improving time-series forecasting models, indispensable to reliable and economical power grid operations, especially with high shares of renewable energy sources. Motivated by the potential performance degradation due to the overfitting of the prevailing stacked bidirectional long short-term memory (Bi-LSTM) layers associated with its linear stacking, we propose a concatenated residual learning by connecting the multi-level residual network (MRN) and DenseNet. This method further integrates long and short Bi-LSTM networks, ReLU, and SeLU for its activating function. Rigorous studies present superior prediction accuracy and parameter efficiency for the widely used temperature dataset as well as the actual wind power dataset. The peak value forecasting and generalization capability, along with the credible confidence range, demonstrate that the proposed model offers essential features of a time-series forecasting, enabling a general forecasting framework in grid operations. The source code of this paper can be found in https://github.com/MinseungKo/DRNet.git.",OpenAlex,B,OpenAlex/B,FAIL,E5:off-topic (abstract)
REC-317,A Review on Vibration-Based Condition Monitoring of Rotating Machinery,"Monica Tiboni, Carlo Remino, Roberto Bussola, Cinzia Amici",2022,Applied Sciences,10.3390/app12030972,https://doi.org/10.3390/app12030972,"Monitoring vibrations in rotating machinery allows effective diagnostics, as abnormal functioning states are related to specific patterns that can be extracted from vibration signals. Extensively studied issues concern the different methodologies used for carrying out the main phases (signal measurements, pre-processing and processing, feature selection, and fault diagnosis) of a malfunction automatic diagnosis. In addition, vibration-based condition monitoring has been applied to a number of different mechanical systems or components. In this review, a systematic study of the works related to the topic was carried out. A preliminary phase involved the analysis of the publication distribution, to understand what was the interest in studying the application of the method to the various rotating machineries, to identify the interest in the investigation of the main phases of the diagnostic process, and to identify the techniques mainly used for each single phase of the process. Subsequently, the different techniques of signal processing, feature selection, and diagnosis are analyzed in detail, highlighting their effectiveness as a function of the investigated aspects and of the results obtained in the various studies. The most significant research trends, as well as the main innovations related to the various phases of vibration-based condition monitoring, emerge from the review, and the conclusions provide hints for future ideas.",OpenAlex,B,OpenAlex/B,MAYBE,
REC-318,Advanced Development of Sensors’ Roles in Maritime-Based Industry and Research: From Field Monitoring to High-Risk Phenomenon Measurement,"Aditya Rio Prabowo, Tuswan Tuswan, Ridwan Ridwan",2021,Applied Sciences,10.3390/app11093954,https://doi.org/10.3390/app11093954,"The development of human civilization over the last decade has reached a landmark as Industry 4.0 has been widely introduced. Several aspects of industry and manufacturing activities are changing due to the Internet of Things (IoT), location detection technologies, and advanced human–machine interfaces. To enact industrial affairs under those specifications, a sensor is required to transform physical events into numerical information. The use of sensors in marine applications also appears in research and studies, in which the sensor is used for both monitoring the phenomena of a designated subject and data acquisition. Achievements in quantifying complex phenomena in critical maritime designs are fascinating subjects to discuss regarding their development and current states, which may be reliable references for further research on developing sensors and related measurement analysis tools in marine, shipbuilding, and shipping fields. This comprehensive review covers several discussion topics, including the origins and development of sensor technology, applied sensor engineering in logistic and shipping activities, the hydrodynamic characterization of designed hulls, the monitoring of advanced machinery performance, Arctic-based field observations, the detection of vibration-based damage to offshore structures, corrosion control and monitoring, and the measurement of explosions on critical maritime infrastructures.",OpenAlex,B,OpenAlex/B; OpenAlex/D,MAYBE,
REC-319,An Interpretable Gray Box Model for Ship Fuel Consumption Prediction Based on the SHAP Framework,"Yiji Ma, Yuzhe Zhao, Jiahao Yu, Jingmiao Zhou, Haibo Kuang",2023,Journal of Marine Science and Engineering,10.3390/jmse11051059,https://doi.org/10.3390/jmse11051059,"Shipping companies and maritime organizations want to improve the energy efficiency of ships and reduce fuel costs through optimization measures; however, the accurate fuel consumption prediction of fuel consumption is a prerequisite for conducting optimization measures. In this study, the white box models (WBMs), black box models (BBMs), and gray box models (GBMs) are developed based on sensor data. GBMs have great potential for the prediction of ship fuel consumption, but the lack of interpretability makes it difficult to determine the degree of influence of different influencing factors on ship fuel consumption, making it limited in practical engineering applications. To overcome this difficulty, this study obtains the importance of GBM input characteristics for ship fuel consumption by introducing the SHAP (SHAPley Additive exPlanations) framework. The experimental results show that the prediction performance of the WBM is much lower than that of the BBM and GBM, while the GBM has better prediction performance by applying the a priori knowledge of WBMs to BBMs. Combining with SHAP, a reliable importance analysis of the influencing factors is obtained, which provides a reference for the optimization of ship energy efficiency, and the best input features for fuel consumption prediction are obtained with the help of importance ranking results.",OpenAlex,B,OpenAlex/B; OpenAlex/C,PASS,
REC-320,A Review of Prognostic and Health Management (PHM) Methods and Limitations for Marine Diesel Engines: New Research Directions,"Hla Gharib, György Kovács",2023,Machines,10.3390/machines11070695,https://doi.org/10.3390/machines11070695,"Prognostic and health management (PHM) methods focus on improving the performance and reliability of systems with a high degree of complexity and criticality. These systems include engines, turbines, and robotic systems. PHM methods involve managing technical processes, such as condition monitoring, fault diagnosis, health prognosis, and maintenance decision-making. Various software and applications deal with the processes mentioned above independently. We can also observe different development levels, making connecting all of the machine’s technical processes in one health management system with the best possible output a challenging task. This study’s objective was to outline the scope of PHM methods in real-time conditions and propose new directions to develop a decision support tool for marine diesel engines. In this paper, we illustrate PHM processes and the state of the art in the marine industry for each technical process. Then, we review PHM methods and limitations for marine diesel engines. Finally, we analyze future research opportunities for the marine industry and their role in developing systems’ performance and reliability. The main added value of the research is that a research gap was found in this research field, which is that new advanced PHM methods have to be implemented for marine diesel engines. Our suggestions to improve marine diesel engines’ operation and maintenance include implementing advanced PHM methods and utilizing predictive analytics and machine learning.",OpenAlex,B,OpenAlex/B; OpenAlex/C,MAYBE,
REC-321,A Survey of Intelligent Detection Designs of HTML URL Phishing Attacks,"Sultan Asiri, Yang Xiao, Saleh Alzahrani, Shuhui Li, Tieshan Li",2023,IEEE Access,10.1109/access.2023.3237798,https://doi.org/10.1109/access.2023.3237798,"Phishing attacks are a type of cybercrime that has grown in recent years. It is part of social engineering attacks where an attacker deceives users by sending fake messages using social media platforms or emails. Phishing attacks steal users’ information or download and install malicious software. They are hard to detect because attackers can design a phishing message that looks legitimate to a user. This message may contain a phishing URL so that even an expert can be a victim. This URL leads the victim to a fake website that steals information, such as login information, payment information, etc. Researchers and engineers work to develop methods to detect phishing attacks without the need for the eyes of experts. Even though many papers discuss HTML and URL-based phishing detection methods, there is no comprehensive survey to discuss these methods. Therefore, this paper comprehensively surveys HTML and URL phishing attacks and detection methods. We review the current state-of-art deep learning models to detect URL-based and hybrid-based phishing attacks in detail. We compare each model based on its data preprocessing, feature extraction, model design, and performance.",OpenAlex,B,OpenAlex/B,FAIL,E5:phishing
REC-322,Risk-Based Maintenance Scheduling with application to naval vessels and ships,"Jane Cullum, Jonathan Binns, Michaël Lonsdale, Rouzbeh Abbassi, Vikram Garaniya",2017,Ocean Engineering,10.1016/j.oceaneng.2017.11.044,https://doi.org/10.1016/j.oceaneng.2017.11.044,,OpenAlex,B,OpenAlex/B,MAYBE,
REC-323,"A Systematic Review of the Whale Optimization Algorithm: Theoretical Foundation, Improvements, and Hybridizations","Mohammad H. Nadimi-Shahraki, Hoda Zamani, Zahra Asghari Varzaneh, Seyedali Mirjalili",2023,Archives of Computational Methods in Engineering,10.1007/s11831-023-09928-7,https://doi.org/10.1007/s11831-023-09928-7,,OpenAlex,B,OpenAlex/B; OpenAlex/C,FAIL,E1:whale optimization
REC-324,Challenges in data-driven geospatial modeling for environmental research and practice,"Diana Koldasbayeva, Polina Tregubova, Mikhail Gasanov, Alexey Zaytsev, Anna Petrovskaia, Evgeny Burnaev",2024,Nature Communications,10.1038/s41467-024-55240-8,https://doi.org/10.1038/s41467-024-55240-8,"Machine learning-based geospatial applications offer unique opportunities for environmental monitoring due to domains and scales adaptability and computational efficiency. However, the specificity of environmental data introduces biases in straightforward implementations. We identify a streamlined pipeline to enhance model accuracy, addressing issues like imbalanced data, spatial autocorrelation, prediction errors, and the nuances of model generalization and uncertainty estimation. We examine tools and techniques for overcoming these obstacles and provide insights into future geospatial AI developments. A big picture of the field is completed from advances in data processing in general, including the demands of industry-related solutions relevant to outcomes of applied sciences.",OpenAlex,B,OpenAlex/B,FAIL,E1:geospatial
REC-325,Learning about risk: Machine learning for risk assessment,"Nicola Paltrinieri, Louise K. Comfort, Genserik Reniers",2019,Safety Science,10.1016/j.ssci.2019.06.001,https://doi.org/10.1016/j.ssci.2019.06.001,"Risk assessment has a primary role in safety-critical industries. However, it faces a series of overall challenges, partially related to technology advancements and increasing needs. There is currently a call for continuous risk assessment, improvement in learning past lessons and definition of techniques to process relevant data, which are to be coupled with adequate capability to deal with unexpected events and provide the right support to enable risk management. Through this work, we suggest a risk assessment approach based on machine learning. In particular, a deep neural network (DNN) model is developed and tested for a drive-off scenario involving an Oil & Gas drilling rig. Results show reasonable accuracy for DNN predictions and general suitability to (partially) overcome risk assessment challenges. Nevertheless, intrinsic model limitations should be taken into account and appropriate model selection and customization should be carefully carried out to deliver appropriate support for safety-related decision-making.",OpenAlex,B,OpenAlex/B,FAIL,E1:risk assessment
REC-326,A hybrid forecasting framework based on support vector regression with a modified genetic algorithm and a random forest for traffic flow prediction,"Lizong Zhang, Nawaf Alharbe, Guangchun Luo, Zhiyuan Yao, Ying Li",2018,Tsinghua Science & Technology,10.26599/tst.2018.9010045,https://doi.org/10.26599/tst.2018.9010045,"The ability to perform short-term traffic flow forecasting is a crucial component of intelligent transportation systems. However, accurate and reliable traffic flow forecasting is still a significant issue due to the complexity and variability of real traffic systems. To improve the accuracy of short-term traffic flow forecasting, this paper presents a novel hybrid prediction framework based on Support Vector Regression (SVR) that uses a Random Forest (RF) to select the most informative feature subset and an enhanced Genetic Algorithm (GA) with chaotic characteristics to identify the optimal forecasting model parameters. The framework is evaluated with real-world traffic data collected from eight sensors located near the I-605 interstate highway in California. Results show that the proposed RF-CGASVR model achieves better performance than other methods.",OpenAlex,B,OpenAlex/B,PASS,manual-reconsider
REC-327,Solid oxide fuel cells for shipping: A machine learning model for early detection of hazardous system deviations,"Tomaso Vairo, Davide Cademartori, Davide Clematis, Maria Paola Carpanese, Bruno Fabiano",2023,Process Safety and Environmental Protection,10.1016/j.psep.2023.02.022,https://doi.org/10.1016/j.psep.2023.02.022,"With rising concerns about the amount of pollutant emissions generated by shipping and the consequent pressure to curb the environmental impact of shipping activities, fuel cells are expected to take an important role in ship propulsion. In particular, Solid Oxide Fuel Cells (SOFCs) are envisaged to provide high electrical efficiency and offer the opportunity of combining heat and power production. This work deals with the safety issues related to the safety implications of the use of Fuel Cells in maritime applications. A machine-learning model for identifying and intercepting critical events, based on the early detection of the system weak signals, is developed and applied to a Solid Oxide Fuel Cell (SOFC) system. The model relies on a hybrid approach: a data-driven model based on gradient-boosted decision trees and a computational model of the SOFC system are integrated to enhance the data-driven approach by implementing physics-based knowledge to boost the resulting predictive capabilities. The outlined approach even if it requires further validation at the full scale may be considered a step forward in enabling the prediction of the conditions that may lead to an accident with remarkable accuracy.",OpenAlex,B,OpenAlex/B; OpenAlex/C; Scopus/C,PASS,
REC-328,A Survey on the New Generation of Deep Learning in Image Processing,"Licheng Jiao, Jin Zhao",2019,IEEE Access,10.1109/access.2019.2956508,https://doi.org/10.1109/access.2019.2956508,"During the past decade, deep learning is one of the essential breakthroughs made in artificial intelligence. In particular, it has achieved great success in image processing. Correspondingly, various applications related to image processing are also promoting the rapid development of deep learning in all aspects of network structure, layer designing, and training tricks. However, the deeper structure makes the back-propagation algorithm more difficult. At the same time, the scale of training images without labels is also rapidly increasing, and class imbalance severely affects the performance of deep learning, these urgently require more novelty deep models and new parallel computing system to more effectively interpret the content of the image and form a suitable analysis mechanism. In this context, this survey provides four deep learning model series, which includes CNN series, GAN series, ELM-RVFL series, and other series, for comprehensive understanding towards the analytical techniques of image processing field, clarify the most important advancements and shed some light on future studies. By further studying the relationship between deep learning and image processing tasks, which can not only help us understand the reasons for the success of deep learning but also inspires new deep models and training methods. More importantly, this survey aims to improve or arouse other researchers to catch a glimpse of the state-of-the-art deep learning methods in the field of image processing and facilitate the applications of these deep learning technologies in their research tasks. Besides, we discuss the open issues and the promising directions of future research in image processing using the new generation of deep learning.",OpenAlex,B,OpenAlex/B,FAIL,E1:deep learning in image
REC-329,Review and Performance Evaluation of Photovoltaic Array Fault Detection and Diagnosis Techniques,"Albert Yaw Appiah, Xinghua Zhang, Ben Beklisi Kwame Ayawli, Frimpong Kyeremeh",2019,International Journal of Photoenergy,10.1155/2019/6953530,https://doi.org/10.1155/2019/6953530,"The environmentally clean nature of solar photovoltaic (PV) technology causes PV power generation to be embraced by all countries across the globe. Consequently, installation and utilization of PV power systems have seen much growth in recent years. Although PV arrays of such systems are robust, they are not immune to faults. To guarantee reliable power supply, economic returns, and safety of both humans and equipment, highly accurate fault detection, diagnosis, and interruption devices are required. In this paper, an overview of four major PV array faults and their causes are presented. Specifically, ground fault, line-line fault, arc fault, and hot spot fault have been covered. Next, conventional and advanced fault detection and diagnosis (FDD) techniques for managing these faults are reviewed. Moreover, a single evaluation metric has been proposed and utilized to evaluate the performances of the advanced FDD techniques. Finally, based on the papers reviewed, PV array fault management future trends and possible recommendations have been outlined.",OpenAlex,B,OpenAlex/B,FAIL,E5:photovoltaic
REC-330,Speed Optimization of Container Ship Considering Route Segmentation and Weather Data Loading: Turning Point-Time Segmentation Method,"Xiaohe Li, Baozhi Sun, Jianhai Jin, Jun Ding",2022,Journal of Marine Science and Engineering,10.3390/jmse10121835,https://doi.org/10.3390/jmse10121835,"As one of the ship energy efficiency optimization measures with the most energy saving and emission reduction potential, ship speed optimization has been recommended by the International Maritime Organization. In ship speed optimization, considering the influence of weather conditions, route segmentation and weather data loading methods significantly affect the reliability of speed optimization results. Therefore, taking the ocean-going container ship as the research object, on the basis of constructing the main engine fuel consumption prediction model and shaft speed prediction model based on machine learning methods, a route segmentation and weather loading-speed optimization iterative algorithm is proposed in this study. Single-objective speed optimization research is then conducted based on the algorithm. The research results show that the proposed algorithm effectively reduces the difference between optimized fuel consumption and actual fuel consumption, and can achieve a fuel-saving rate between 2.1% and 5.2%. This study achieves an accurate and reliable prediction of ship fuel consumption and shaft speed, and solves the strong coupling problem between route segmentation, weather loading, and speed optimization by iterative optimization of ship speed. The proposed algorithm provides strong technical support for ships to achieve the goal of energy saving and emission reduction.",OpenAlex,B,OpenAlex/B,PASS,
REC-331,Secretary bird optimization algorithm: a new metaheuristic for solving global optimization problems,"Youfa Fu, Dan Liu, Jiadui Chen, Ling He",2024,Artificial Intelligence Review,10.1007/s10462-024-10729-y,https://doi.org/10.1007/s10462-024-10729-y,"Abstract This study introduces a novel population-based metaheuristic algorithm called secretary bird optimization algorithm (SBOA), inspired by the survival behavior of secretary birds in their natural environment. Survival for secretary birds involves continuous hunting for prey and evading pursuit from predators. This information is crucial for proposing a new metaheuristic algorithm that utilizes the survival abilities of secretary birds to address real-world optimization problems. The algorithm's exploration phase simulates secretary birds hunting snakes, while the exploitation phase models their escape from predators. During this phase, secretary birds observe the environment and choose the most suitable way to reach a secure refuge. These two phases are iteratively repeated, subject to termination criteria, to find the optimal solution to the optimization problem. To validate the performance of SBOA, experiments were conducted to assess convergence speed, convergence behavior, and other relevant aspects. Furthermore, we compared SBOA with 15 advanced algorithms using the CEC-2017 and CEC-2022 benchmark suites. All test results consistently demonstrated the outstanding performance of SBOA in terms of solution quality, convergence speed, and stability. Lastly, SBOA was employed to tackle 12 constrained engineering design problems and perform three-dimensional path planning for Unmanned Aerial Vehicles. The results demonstrate that, compared to contrasted optimizers, the proposed SBOA can find better solutions at a faster pace, showcasing its significant potential in addressing real-world optimization problems.",OpenAlex,B,OpenAlex/B,MAYBE,
REC-332,"Physical, data-driven and hybrid approaches to model engine exhaust gas temperatures in operational conditions","Andrea Coraddu, Luca Oneto, Francesca Cipollini, Miltos Kalikatzarakis, Gert-Jan Meijn, Rinze Geertsma",2021,Ships and Offshore Structures,10.1080/17445302.2021.1920095,https://doi.org/10.1080/17445302.2021.1920095,"&lt;p&gt;Fast diesel engine models for real-time prediction in dynamic conditions are required to predict engine performance parameters, to identify emerging failures early on and to establish trends in performance reduction. In order to address these issues, two main alternatives exist: one is to exploit the physical knowledge of the problem, the other one is to exploit the historical data produced by the modern automation system. Unfortunately, the first approach often results in hard-to-tune and very computationally demanding models that are not suited for real-time prediction, while the second approach is often not trusted because of its questionable physical grounds. In this paper, the authors propose a novel hybrid model, which combines physical and data-driven models, to model diesel engine exhaust gas temperatures in operational conditions. Thanks to the combination of these two techniques, the authors were able to build a fast, accurate and physically grounded model that bridges the gap between the physical and data driven approaches. In order to support the proposal, the authors will show the performance of the different methods on real-world data collected from the Holland Class Oceangoing Patrol Vessel.&lt;/p&gt;",OpenAlex,B,OpenAlex/B,MAYBE,
REC-333,QANA: Quantum-based avian navigation optimizer algorithm,"Hoda Zamani, Mohammad H. Nadimi-Shahraki, Amir H. Gandomi",2021,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2021.104314,https://doi.org/10.1016/j.engappai.2021.104314,,OpenAlex,B,OpenAlex/B,FAIL,E1:navigation optimizer
REC-334,Real-Time Cuffless Continuous Blood Pressure Estimation Using Deep Learning Model,"Yung‐Hui Li, Latifa Nabila Harfiya, Kartika Purwandari, Yue‐Der Lin",2020,Sensors,10.3390/s20195606,https://doi.org/10.3390/s20195606,"Blood pressure monitoring is one avenue to monitor people's health conditions. Early detection of abnormal blood pressure can help patients to get early treatment and reduce mortality associated with cardiovascular diseases. Therefore, it is very valuable to have a mechanism to perform real-time monitoring for blood pressure changes in patients. In this paper, we propose deep learning regression models using an electrocardiogram (ECG) and photoplethysmogram (PPG) for the real-time estimation of systolic blood pressure (SBP) and diastolic blood pressure (DBP) values. We use a bidirectional layer of long short-term memory (LSTM) as the first layer and add a residual connection inside each of the following layers of the LSTMs. We also perform experiments to compare the performance between the traditional machine learning methods, another existing deep learning model, and the proposed deep learning models using the dataset of Physionet's multiparameter intelligent monitoring in intensive care II (MIMIC II) as the source of ECG and PPG signals as well as the arterial blood pressure (ABP) signal. The results show that the proposed model outperforms the existing methods and is able to achieve accurate estimation which is promising in order to be applied in clinical practice effectively.",OpenAlex,B,OpenAlex/B,FAIL,E5:blood pressure
REC-335,Tiered prediction models for port vessel emissions inventories,"Philip Cammin, Jingjing Yu, Stefan Voß",2022,Flexible Services and Manufacturing Journal,10.1007/s10696-022-09468-5,https://doi.org/10.1007/s10696-022-09468-5,"Abstract Albeit its importance, a large number of port authorities do not provide continuous or publicly available air emissions inventories (EIs) and thereby obscure the emissions contribution of ports. This is caused by, e.g., the economic effort generated by obtaining data. Therefore, the performance of abatement measures is not monitored and projected, which is specifically disadvantageous concerning top contributors such as container ships. To mitigate this issue, in this paper we propose port vessel EI prediction models by exploring the combination of different machine-learning algorithms, data from the one-off application of an activity-based bottom-up methodology and vessel-characteristics data. The results for this specific case show that prediction models enable acceptable trade-offs between the prediction performance and data requirements, promoting the creation of EIs.",OpenAlex,B,OpenAlex/B,PASS,manual-reconsider
REC-336,Energy Consumption Prediction Using Machine Learning; A Review,"Amir Mosavi, Abdullah Bahmani",2019,Preprints.org,10.20944/preprints201903.0131.v1,https://doi.org/10.20944/preprints201903.0131.v1,"Machine learning (ML) methods has recently contributed very well in the advancement of the prediction models used for energy consumption. Such models highly improve the accuracy, robustness, and precision and the generalization ability of the conventional time series forecasting tools. This article reviews the state of the art of machine learning models used in the general application of energy consumption. Through a novel search and taxonomy the most relevant literature in the field are classified according to the ML modeling technique, energy type, perdition type, and the application area. A comprehensive review of the literature identifies the major ML methods, their application and a discussion on the evaluation of their effectiveness in energy consumption prediction. This paper further makes a conclusion on the trend and the effectiveness of the ML models. As the result, this research reports an outstanding rise in the accuracy and an ever increasing performance of the prediction technologies using the novel hybrid and ensemble prediction models.",OpenAlex,B,OpenAlex/B; OpenAlex/D,MAYBE,
REC-337,Artificial Intelligence and Machine Learning for Green Shipping: Navigating towards Sustainable Maritime Practices,"Hoang Phuong Nguyen, Cao Thao Uyen Nguyen, Thi Men Tran, Quoc Hai Dang, Nguyen Dang Khoa Pham",2024,JOIV International Journal on Informatics Visualization,10.62527/joiv.8.1.2581,https://doi.org/10.62527/joiv.8.1.2581,"This paper aims to investigate the role that artificial intelligence (AI) plays in promoting sustainability in the marine industry. The report demonstrates the potential of AI-driven technology to improve vessel operations, decrease emissions, and promote environmental stewardship. This potential is shown by detailed examination of existing trends, problems, and possibilities. Several vital studies highlight the significance of policy interventions that encourage the use of artificial intelligence. These interventions include financial incentives, legal frameworks, and programs to increase capability. Throughout this work, the importance of the role that artificial intelligence plays in driving efficiency, safety, and sustainability is emphasized. This work also highlights the urgent need for action to address climate change and environmental degradation in the marine sector. The marine industry can lessen its carbon footprint, decrease pollution, and improve ecosystem health if it shifts to various alternative fuels, renewable energy sources, and technologies powered by artificial intelligence. At the end of this work, an appeal is made to policymakers, industry stakeholders, and technology providers, urging them to prioritize investments in artificial intelligence research and development and to create collaboration to speed up the transition to a marine sector that is more sustainable and resilient.",OpenAlex,B,OpenAlex/B,MAYBE,
REC-338,Modeling of Ship Fuel Consumption Based on Multisource and Heterogeneous Data: Case Study of Passenger Ship,"Yongjie Zhu, Yi Zuo, Tieshan Li",2021,Journal of Marine Science and Engineering,10.3390/jmse9030273,https://doi.org/10.3390/jmse9030273,"In the current shipping industry, quantitative measures of ship fuel consumption (SFC) have become one of the most important research topics in environmental protection and energy management related to shipping operations. In particular, the rapid development of sensor technologies enables multisource data collection to improve the modeling of the SFC problem. To address the features of such heterogeneous data, this paper proposes an integrated model for the estimation of SFC that includes three modules: a multisource data collection module, a heterogeneous data feature fusion module and a fuel consumption estimation module. First, in the data collection module, data related to SFC are collected by multiple sensors installed aboard the ship. Second, the feature fusion module employs a series of moving overlapped frames to merge different frequency data into small frames so that fusion features can be extracted from the heterogeneous data of multiple sources. Finally, in the fuel estimation module, the fusion features provide a novel way to consider the modeling and estimation of SFC as a classical time-series analysis using various machine learning techniques. Experimentally, linear regression (LR), support vector regression (SVR), and artificial neural network (ANN) were employed as the machine learning methods to train SFC models. Compared with the traditional feature extraction method, the accuracy of LR, SVR, and ANN were improved by 8.5, 0.35 and 51.5%, respectively, using the proposed method. The main contribution of this work is to consider the multisource and heterogeneous problem of sensor-based SFC data and propose an integrated model to extract the information of SFC data. Moreover, the experimental results showed that the estimation accuracy can be greatly improved.",OpenAlex,B,OpenAlex/B; OpenAlex/C,PASS,
