dedup_id,title,authors,year,venue,doi,url,abstract,source_database,string_id,also_found_in,title_screen,title_fail_reason,abstract_length,abstract_screen,abstract_fail_reason
REC-323,Correction Functions and Refinement Algorithms for Enhancing the Performance of Machine Learning Models,"Attila Kovács, J. Molnár, K. Jármai",2026,Automation,10.3390/automation7020045,https://www.semanticscholar.org/paper/1956d1ad1140a909b392e1f1421596937455401e,"The aim of this study is to investigate and demonstrate the role of correction functions and optimisation-based refinement algorithms in enhancing the performance of machine learning models, particularly in predictive anomaly detection tasks applied in industrial environments. The performance of machine learning models is highly dependent on the quality of data preprocessing, model architecture, and post-processing methodology. In many practical applications—particularly in time-series forecasting and anomaly detection—the conventional training pipeline alone is insufficient, because model uncertainty, structural bias and the handling of rare events require specialised post hoc calibration and refinement mechanisms. This study provides a systematic overview of the role of correction functions (e.g., Principal Component Analysis (PCA), Squared Prediction Error (SPE)/Q-statistics, Hotelling’s T2, Bayesian calibration) and adaptive improvement algorithms (e.g., Genetic Algorithms (GA), Particle Swarm Optimisation (PSO), Simulated Annealing (SA), Gaussian Mixture Model (GMM) and ensemble-based techniques) in enhancing the performance of machine learning pipelines. The models were trained on a real industrial dataset compiled from power network analytics and harmonic-injection-based loading conditions. Model validation and equipment-level testing were performed using a large-scale harmonic measurement dataset collected over a five-year period. The reliability of the approach was confirmed by comparing predicted state transitions with actual fault occurrences, demonstrating its practical applicability and suitability for integration into predictive maintenance frameworks. The analysis demonstrates that correction functions introduce deterministic transformations in the data or error space, whereas improvement algorithms apply adaptive optimisation to fine-tune model parameters or decision boundaries. The combined use of these approaches significantly reduces overfitting, improves predictive accuracy and lowers false alarm rates. This work introduces the concept of an Organically Adaptive Predictive (OAP) ML model. The proposed model presents organic adaptivity, continuously adjusting its predictive behaviour in response to dynamic variations in network loading and harmonic spectrum composition. The introduced terminology characterises the organically emergent nature of the adaptive learning mechanism.",Semantic Scholar,D,Semantic Scholar/D,MAYBE,,2438,EXCLUDE,E1:non-maritime
REC-324,A Cross-Control-Logic and Disturbance-Adaptive Line-Adhering Intelligent Navigation Framework for Autonomous Ships,"Donglei Yuan, Xianghua Tao, Guang Li, Xiaochi Li, Yichuan Lu, Wei He, Feng Ma",2026,Journal of Marine Science and Engineering,10.3390/jmse14090780,https://www.semanticscholar.org/paper/4a924eabd837340120a86fc91163c2514a823dca,"Conventional heading-keeping autopilot logic exhibits well-known performance limitations under complex route geometry and environmental disturbances. Motivated by this limitation, this paper proposes a line-adhering intelligent navigation framework for disturbance-aware path-following of autonomous ships. The core idea is based on numerical simulation scenarios representing curved inland/coastal routes under wind- and current-disturbance conditions. The addressed gap lies in the limited integration of route-geometry adherence, human-like maneuvering logic, and disturbance-aware controller reconfiguration within conventional heading-centered ship path-following frameworks. Therefore, a rough-set classifier identifies disturbance modes and reconfigures PID, LQR, and MPC controllers in real time. Moreover, a vessel-dynamics constrained Bézier refinement method generates high-resolution reference paths aligned with navigational curvature limits. Mathematical models including the Nomoto and MMG formulations are incorporated to ensure controllability and dynamic feasibility. Results show that the proposed framework improves path-following precision, robustness, and comfort under the considered simulation conditions.",Semantic Scholar,D,Semantic Scholar/D,MAYBE,,1229,EXCLUDE,E1:non-performance-topic
REC-329,"Deploying Efficient LLM Agents on Maritime Autonomous Surface Ships: Fine-Tuning, RAG, and Function Calling in a Mid-Size Model","Yilin Ren, Mozi Chen, Junjie Weng, Shengkai Zhang, Xuedou Xiao, Kezhong Liu",2026,Inf.,10.3390/info17030284,https://www.semanticscholar.org/paper/d1262b793a5a27db852afc4d205acedffb359527,"Deploying Large Language Models (LLMs) on Maritime Autonomous Surface Ships (MASS) entails a critical trade-off between reasoning depth, inference latency, and hardware constraints. To fill the existing gap, we introduce MARTIAN (Maritime Agent for Real-time Tactical Inference And Navigation), a 14B-parameter decision support agent engineered for edge deployment on standard vessel hardware (e.g., the NVIDIA Jetson AGX Orin). Central to our approach is the Cognitive Core architecture, which utilizes a verified dataset of 21,800 Chain-of-Thought (CoT) instruction–response pairs to align general linguistic capabilities with maritime procedural logic. Empirical evaluations demonstrate that MARTIAN achieves an overall accuracy of 73.23% (SFT only) and 81.16% (SFT + RAG) on the Bilingual Maritime Multiple-Choice Questionnaire (BM-MCQ), a standardized assessment dataset constructed based on Officer of the Watch (OOW) competencies. Notably, the SFT-only configuration attains 78.53% on pure-logic-intensive COLREG tasks—surpassing the 72B-parameter Qwen-2.5 foundation model in this domain—while maintaining a real-time inference latency of 22.4 ms/token. Crucially, our ablation studies support a nuanced Interference Hypothesis: while RAG significantly enhances factual recall in knowledge-intensive domains (boosting total accuracy from 73.23% to 81.16%), it concurrently introduces semantic noise that degrades performance in pure logic reasoning tasks (e.g., COLREG maneuvering accuracy decreases from 78.53% to 77.36%). On the basis of this finding, we identify and empirically motivate a decoupled cognitive design principle that separates procedural reflexes (via SFT) from declarative knowledge (via RAG). While the full implementation of an adaptive routing mechanism is deferred to future work, the ablation results presented herein offer a validated, cost-effective reference architecture for deploying transparent and regulation-compliant AI on resource-constrained merchant vessels.",Semantic Scholar,D,Semantic Scholar/D,MAYBE,,2002,EXCLUDE,E1:non-performance-topic
REC-330,Quantifying Human-Driven Energy and Cost Variability in Tugboat Manoeuvres,"Olivier Schalm, J. Lemmens",2026,Maritime Transport Conference,10.5821/mt.14706,https://www.semanticscholar.org/paper/5a7dafebf69da6bf81d00acda7476695b7a9f330,"Regulatory and societal pressure to reduce emissions is pushing ports to lower their overall environmental footprint. Tugboats, as integral elements of port operations, will have to contribute to this transition.  Quantifying this human contribution in real operations is difficult because weather, traffic and towing conditions continuously vary. In this work we adopt an alternative approach: a controlled full-mission simulator experiment in which the ship model, environment and assignment are kept constant so that the participant is the only remaining variable. The aim is to make the impact of human behaviour on fuel consumption and total cost measurable and coachable.
The study used a Kongsberg simulator and a harbour tug called Smit Panama. Twenty-one people took turns doing the same docking task in Bodø, Norway. Everything about the ship and environment stayed the same, so any changes in fuel use were down to how each person operated the tug. Participants were told to focus on safe manoeuvring, not saving fuel. The group included both pilots and tugboat masters. For each run, there was a commander and a helmsman, and the commander spoke out loud about their choices. The engines started at half power and all equipment was available. Every second, important details like speed, heading, engine settings, and fuel use were recorded. Because the participants had different backgrounds, they used various approaches and made different adjustments. After finishing, some said they could do better next time. Since each run was under the same conditions apart from the team driving, differences in fuel use were mainly due to how the people handled the tug.
In practice, several pilots required more corrective actions to berth the tug smoothly, while some tug masters found it challenging to issue commands to a helmsman without directly feeling the vessel’s response. As a result, a wide range of approach strategies and correction patterns emerged. During the debriefings, several participants acknowledged suboptimal decisions and indicated that they believed they could improve their performance in a second attempt. These observations suggest that experience and handling style play a measurable role in operational performance. To further quantify the relationship between energy consumption and operator behaviour, the analysis was structured at three levels.

Overall voyage indicators: Task duration, integrated fuel consumption, associated CO₂ emissions, and behavioural metrics provide a global benchmark of efficiency and sailing style. The use of behavioural indicators to characterise operational performance builds on established driving-behaviour analysis frameworks developed in intelligent transportation systems (e.g., Nasr Azadani & Boukerche, 2022), here adapted from road vehicles to tug operations in a maritime context. These indicators were used to rank participants from lowest to highest total cost. This ranking constitutes a relative assessment within the controlled framework of the study rather than an absolute measure of operator performance;
Frequency distributions: The second-by-second fuel-rate data were transformed into frequency distributions of fuel rate, speed, and acceleration. These distributions typically show numerous low values corresponding to idle or slow operation, clusters at intermediate levels linked to specific manoeuvres, and occasional high-power demands. The position of the main peak, the dispersion of the distribution, and the extent of the high-consumption tail reflect how consistently participants maintained stable and efficient power use. Broad distributions and pronounced upper tails indicate frequent power adjustments, delayed corrections, and short bursts of maximum output;
Peaks and valleys in time series: Energy-consumption peaks and prolonged speed valleys (idle periods) largely determine total fuel use. What-if scenarios were constructed to investigate the causes of these peaks and valleys and to assess the effect of peak shaving and smoother operation. Once their origin was identified, it was assumed that the operator could have completed the same voyage while avoiding some of these causes, allowing estimation of the potential reduction in fuel use, costs, and CO₂ emissions.

The design and technical characteristics of a tugboat clearly influence its energy consumption, but this study demonstrates that the way the vessel is operated also plays a decisive role. By comparing actual fuel use with counterfactual scenarios based on improved handling, we show that relatively simple behavioural adjustments—such as limiting the use of maximum power, maintaining slightly lower average power levels, and operating more smoothly—can lead to measurable reductions in fuel consumption and CO₂ emissions, typically without significantly increasing task duration. The analysis revealed substantial variation attributable to individual handling styles, indicating clear potential for improvement. These findings suggest that behaviour-oriented training, structured performance feedback, and decision-support tools can enhance both the environmental and economic performance of tug operations. Establishing efficient operational habits today will remain valuable as tug fleets transition to alternative fuels in the future.",Semantic Scholar,D,Semantic Scholar/D,MAYBE,,5321,EXCLUDE,E3:no-ML-method
REC-331,Identification of shipping signals with few-shot learning: A distribution-aware approach,"Bum-Kyu Kim, Sungho Cho, Sunhyo Kim, Hansoo Kim, Ye-ji Jin, Hyun-Tae Choi, Won-Du Chang",2026,PLoS ONE,10.1371/journal.pone.0352683,https://www.semanticscholar.org/paper/f824be966ea60d6aec924f10f60d43e8e822d47b,"Effective identification of shipping signals in underwater environments is essential for maritime operations and ecosystem monitoring. Traditional models require extensive data for each ship type, posing a significant challenge owing to the difficulty of collecting diverse signals, particularly for vessels with security constraints. Few-shot learning offers a promising solution by enabling ships identification from minimal data through accurate template matching. This study proposes a novel few-shot learning approach that leverages stochastic information within and between ship types to improve identification accuracy using limited labeled data. The proposed model is designed based on a Siamese prototype network that integrates intra- and inter-category dissimilarities, employing cosine distance to estimate similarity while accounting for variance within the data. It achieves robust performance even when trained on limited samples with an average accuracy of 87.81% in five-way identification. In addition, its ability to generalize to unseen ship classes highlights its potential for real-time marine applications, further confirming the effectiveness of few-shot learning in constrained data scenarios. This approach provides valuable insights into designing adaptive, efficient systems for underwater signal detection and has potential applications across a wide range of acoustic processing tasks.",Semantic Scholar,D,Semantic Scholar/D,MAYBE,,1415,EXCLUDE,E1:non-performance-topic
REC-333,Fuel Consumption Prediction: A Comparative Analysis of Machine Learning Paradigms,Ali Akram,2026,arXiv (Cornell University),,https://openalex.org/W7140346284,"The automotive industry is under growing pressure to reduce its environmental impact, requiring accurate predictive modeling to support sustainable engineering design. This study examines the factors that determine vehicle fuel consumption from the seminal Motor Trend dataset, identifying the governing physical factors of efficiency through rigorous quantitative analysis. Methodologically, the research uses data sanitization, statistical outlier elimination, and in-depth Exploratory Data Analysis (EDA) to curb the occurrence of multicollinearity between powertrain features. A comparative analysis of machine learning paradigms including Multiple Linear Regression, Support Vector Machines (SVM), and Logistic Regression was carried out to assess predictive efficacy. Findings indicate that SVM Regression is most accurate on continuous prediction (R-squared = 0.889, RMSE = 0.326), and is effective in capturing the non-linear relationships between vehicle mass and engine displacement. In parallel, Logistic Regression proved superior for classification (Accuracy = 90.8%) and showed exceptional recall (0.957) when identifying low-efficiency vehicles. These results challenge the current trend toward black-box deep learning architectures for static physical datasets, providing validation of robust performance by interpretable and well-tuned classical models. The research finds that intrinsic vehicle efficiency is fundamentally determined by physical design parameters, weight and displacement, offering a data-driven framework for how manufacturers should focus on lightweighting and engine downsizing to achieve stringent global sustainability goals.",OpenAlex,A,OpenAlex/A; OpenAlex/B,PASS,,1665,INCLUDE,
REC-335,Analysis of the data monitored on a ship in operation,Rohith s/o Ravichandran,2026,DR-NTU (Nanyang Technological University),,https://openalex.org/W7162620980,"This project develops an integrated hull performance monitoring framework that combines ISO 19030 standardized physical modeling with advanced big data analytics and machine learning algorithms to detect, quantify, and predict ship hull biofouling. Biofouling-induced hydrodynamic degradation is a primary contributor to increased fuel consumption and greenhouse gas (GHG) emissions in the maritime industry, necessitating automated predictive maintenance strategies aligned with both the International Maritime Organization's (IMO) Energy Efficiency Existing Ship Index (EEXI) and Carbon Intensity Indicator (CII) regulations. The methodology establishes a baseline ship performance model using the Resistance and Thrust Identity Method (RTIM) corrected by ITTC and ISO 19030-2 guidelines. Big data preprocessing pipelines handle high-frequency operational sensor data (shaft power, RPM, speed-through-water, other meteorological conditions) to extract performance indicators including speed loss percentage and Specific Fuel Oil Consumption (SFOC) deviations. Machine learning algorithms – Random Forest classification, XGBoost regression, and Long Short-Term Memory (LSTM) neural networks – are trained on engineered features (power residuals, propulsive efficiency trends, weather-normalized resistance coefficients) to classify fouling severity and predict fouling growth trajectories. The hybrid validation approach compares ML-predicted fouling indices against ISO 19030 Performance Indicators, achieving strong correlation (R² > 0.82) while enabling earlier detection (3-5 days advance notice) compared to threshold-based physical models. Fuel penalty analysis quantifies excess emissions attributable to fouling, while an optimization algorithm generates data-driven maintenance schedules balancing cleaning costs against cumulative fuel penalties and CII rating protection. Results from this proof-of-concept study using synthetically generated data based on physics-based modeling parameters (October–December 2017) demonstrate the framework's capability to predict optimal hull cleaning intervals, potentially reducing fuel costs by 15-20% compared to fixed-schedule maintenance while ensuring regulatory compliance. The automated Python-based analytical pipeline ensures reproducibility and scalability for fleet-wide deployment.",OpenAlex,A,OpenAlex/A; OpenAlex/C,PASS,,2342,INCLUDE,
REC-336,Battery charging optimization for hybrid cruise ships,Kevin Johnson,2026,Doria (University of Helsinki),,https://openalex.org/W7155475498,"The cruise industry’s increased demand for new ships due to rapid expansion has created a major revenue source for Finland’s shipbuilding sector. Simultaneously, new European Union (EU) carbon reduction regulations are pushing the maritime industry to adopt low-carbon technologies. Finnish shipbuilders are collaborating with the government and universities to comply with these new regulations. Many approaches to reducing carbon emissions are being explored, with the main ones being alternative fuels and energy storage systems. This thesis investigates the use of batteries to schedule and optimize cruise ships’ energy consumption. In this work, operational data from two cruise ships of different configurations and sizes were used to train Artificial Neural Networks (ANNs) for generating generalizable power consumption forecasts across different cruise ships and voyages. The ANNs forecasts were then integrated into a layered graph, with each layer depicting different engine combinations that the ship can use. The graph consists of 14 levels, with each level corresponding to one hour of the voyage. The graph contains nodes and edges. Edges represent possible battery actions: charging, discharging, or no battery action. Nodes represent the battery’s state of charge (SoC). The objective of this thesis was to identify the optimal engine combinations (layers) and battery actions (path through edges) that minimize fuel consumption by keeping the specific fuel oil consumption (SFOC) low during the voyage. This was accomplished by operating the as close to 85% load as possible, which provides us with the lowest SFOC values. Dijkstra’s algorithm was used to find the optimal path through the layered graph. When this was applied to a voyage, the method resulted in an 8.6% reduction in fuel consumption compared to the actual voyage fuel consumption. The battery optimization method outperformed the heating, ventilation, and air conditioning (HVAC) optimization and achieved fuel savings comparable to the speed optimization method. Although speed optimization matched battery optimization without any substantial installation costs, many cruise lines are still interested in adding batteries to their ships due to their operational advantages. Ships typically must operate with at least two engines to ensure a backup in case one malfunctions. However, a large battery allows the ship to operate with only one engine, thus maintaining a more optimal engine load during times of lower power demand. Future work should focus on integrating the speed, HVAC, and battery optimization methods into a unified scheduling system to maximize fuel savings.",OpenAlex,A,OpenAlex/A; OpenAlex/B,PASS,,2665,EXCLUDE,E5:state of charge
REC-337,Mapping forest felling activities in Latvia from Sentinel-2 satellite imagery using machine learning,Gintars Krumins,2026,Lund University Publications Student Papers (Lund University),,https://openalex.org/W7154542844,"This thesis develops and evaluates a Random Forest (RF) machine learning classification framework for detecting clear-cut forest felling events using Sentinel-2 multispectral satellite data. While RF classification is widely applied in forest monitoring, its performance for operational clear-cut detection in Latvian semi-boreal forests remains insufficiently studied. This study aims to assess the applicability and robustness of RF model across multiple forest districts using multi-temporal satellite data. Model training was conducted using four study areas within Latvian State Forests. For each area, cloud-masked Sentinel-2 imagery representing pre-felling (2018) and post-felling (2024) conditions was selected, resulting in multi-temporal datasets. Median spectral reflectance features were derived based on historical felling records. Model evaluation included two approaches: internal validation within the training areas (self-testing), and external validation using a fifth forest district not included in training. Performance was assessed using overall accuracy, user accuracy (precision), producer accuracy (recall), and F1 score. The results demonstrate that the RF model achieved over 70% user and producer accuracies in the unseen test area, with overall accuracy exceeding 95%. Analysis of feature importance showed that visible and shortwave infrared spectral bands contributed most significantly to distinguishing felled and non-felled areas. The inclusion of vegetation indices improved classification accuracy by 1–4%. Misclassifications were primarily related to sanitary fellings and cloud-contaminated pixels. The findings indicate that Random Forest classification applied to Sentinel-2 data is capable of detecting clear-cut forest felling events in Latvian forests. The study highlights the importance of spectral band selection, vegetation indices, and robust validation strategies, contributing to improved forest monitoring capabilities in semi-boreal environments.",OpenAlex,B,OpenAlex/B,MAYBE,,1999,EXCLUDE,E1:non-maritime
REC-340,Maidenvälisen siirto-oppimisen hyödyntäminen ESG-luokituksien ennustamisessa,Eetu Heinonen,2026,LUTPub (LUT University),,https://openalex.org/W7155113349,"Transfer learning is a machine learning paradigm used for creating models for situations where a feasible amount of data is not available. This thesis evaluates the usage of transfer learning in cross-country environmental, social, and governance (ESG) rating prediction using corporate financial figures, and this is done by building machine learning models trained on Finnish corporate figures and tested on Danish observations. Three different regression model architectures are evaluated with RMSE, R², and adjusted R² scores while also analysing how these metrics change as the target domain knowledge is added to the training dataset with the different models. The Finnish and Danish corporate financial figures between 2010 and 2024 were gathered from the Refinitiv database, and the target variable was the Refinitiv ESG score. The models evaluated in this research were linear regression, lasso regression, and ridge regression. With linear and lasso regression, the transfer learned models managed to outperform both of the baseline models used, while with the ridge regression the transfer learned models were not as dominant. The linear regression model experienced the highest performance increase as the target domain exposure was increased, while also having the worst performance during the first transfer learning iterations. The lasso regression resulted in the most consistent and reliable results in this research setting. This thesis provides an overview of a possible use case for a transfer learning procedure by comparing different models’ performance and by pointing out crucial insights for building predictive machine learning models in the context of transfer learning.",OpenAlex,B,OpenAlex/B,MAYBE,,1697,EXCLUDE,E1:non-maritime
REC-341,Full-Stack Platform for AIS Data Preprocessing and Visualization for Maritime Tanker Analysis,"Neha Sharma, Sebastian Rix",2026,RUCforsk (Roskilde University),,https://openalex.org/W7165513242,"The project focuses on building a system for preprocessing, storing, and visualizing<br/>AIS tanker vessel data collected from large-scale maritime datasets. AIS data<br/>contains vessel information such as position, speed, direction, and navigational<br/>details, but raw AIS archives are difficult to process because they often contain<br/>duplicate records, missing values, invalid coordinates, inconsistent timestamps, and<br/>incomplete vessel identifiers.<br/>To solve these problems, the system automatically collects and processes AIS<br/>tanker data using Python scripts, PostgreSQL databases, and Apache Airflow for<br/>task automation. Raw AIS records are first stored in a staging table, where the<br/>data is checked for missing values, duplicate records, invalid coordinates, and other<br/>inconsistencies before being cleaned and organized into structured database tables.<br/>The processed data is then made available through ASP.NET Core REST APIs<br/>and visualized through a web interface built with React and MapLibre.<br/>The system supports tanker movement storage, anomaly detection, vessel track-<br/>ing, and maritime monitoring. Overall, the project improves the accessibility, open-<br/>sourcing, and usability of AIS tanker data for future maritime analytics applica-<br/>tions.",OpenAlex,B,OpenAlex/B,MAYBE,,1306,EXCLUDE,E1:non-performance-topic
REC-342,Physics-informed offline reinforcement learning eliminates catastrophic fuel waste in maritime routing,"Aniruddha Bora, Julie Chalfant, Chryssostomos Chryssostomidis",2026,arXiv (Cornell University),,https://openalex.org/W7139145211,"International shipping produces approximately 3% of global greenhouse gas emissions, yet voyage routing remains dominated by heuristic methods. We present PIER (Physics-Informed, Energy-efficient, Risk-aware routing), an offline reinforcement learning framework that learns fuel-efficient, safety-aware routing policies from physics-calibrated environments grounded in historical vessel tracking data and ocean reanalysis products, requiring no online simulator. Validated on one full year (2023) of AIS data across seven Gulf of Mexico routes (840 episodes per method), PIER reduces mean CO2 emissions by 10% relative to great-circle routing. However, PIER's primary contribution is eliminating catastrophic fuel waste: great-circle routing incurs extreme fuel consumption (>1.5x median) in 4.8% of voyages; PIER reduces this to 0.5%, a 9-fold reduction. Per-voyage fuel variance is 3.5x lower (p<0.001), with bootstrap 95% CI for mean savings [2.9%, 15.7%]. Partial validation against observed AIS vessel behavior confirms consistency with the fastest real transits while exhibiting 23.1x lower variance. Crucially, PIER is forecast-independent: unlike A* path optimization whose wave protection degrades 4.5x under realistic forecast uncertainty, PIER maintains constant performance using only local observations. The framework combines physics-informed state construction, demonstration-augmented offline data, and a decoupled post-hoc safety shield, an architecture that transfers to wildfire evacuation, aircraft trajectory optimization, and autonomous navigation in unmapped terrain.",OpenAlex,C,OpenAlex/C; arXiv/C,MAYBE,,1590,EXCLUDE,E5:aircraft
REC-343,Life Cycle Assessment and Artificial Intelligence in Wind-Assisted Ship Propulsion,"Dilan Vaghela, Minahil Farham, Andrew Trujillo, Jean-Baptiste Souppez",2026,BCU Open Access Repository (Birmingham City University),,https://openalex.org/W7167178535,"Wind-assisted ship propulsion, also referred to as wind power for ships, has established itself as a proven technological solution to reduce shipping emissions and meet increasingly stringent regulations, such as those of the International Maritime Organisation. Indeed, reductions in carbon dioxide emissions have been evidenced for both retrofits and new builds, with increased efficiency achieved thanks to operational optimisation, e.g. weather routing. With numerous options available, ranging from sails to Flettner rotors to kites, and increasing uptake on large vessels, a strong case for wind as both a short and long-term solution can be made. However, there remain limitations in the tank-to-wake approach to life cycle assessment for wind-assisted ships, and recent advances in artificial intelligence afford new opportunities to quantify the emission reduction potential of wind propulsion systems, as well as their commercial viability. Consequently, in this work, we investigate (i) life cycle assessment for wind-assisted ships; (ii) the commercial viability of Flettner rotors in order to identify any optimum cost-effective solution for decarbonization, and (iii) the role of artificial intelligence in advancing and supporting the growth and techno-economic optimization of wind power for ships. These results offer novel insights into recent advances in wind power for ships, particularly with respect to well-to-wake life cycle assessment and the commercial implications of wind propulsion systems for emission reduction through the emerging use of artificial intelligence. It is anticipated that these findings will support future regulatory and policy developments, as well as inform subsequent research directions for maritime decarbonization.",OpenAlex,C,OpenAlex/C,MAYBE,,1767,EXCLUDE,E1:weather routing
REC-344,ShipNet: A Geometric Deep Learning Surrogate for Real-Time Ship Hydrodynamics,"Kirsten Odendaal, George Drakoulas",2026,arXiv (Cornell University),,https://openalex.org/W7165064958,"Accurate prediction of hydrodynamic performance is central to ship design, yet high-fidelity computational fluid dynamics remains prohibitively expensive for large-scale parametric exploration. This motivates the development of data-driven surrogate models that provide rapid approximations to hydrodynamic predictions at substantially reduced cost. We present ShipNet, a geometric deep-learning surrogate that predicts both hull-surface pressure distributions and far-field free-surface wave patterns directly from hull geometry and speed. The network employs a regularized dynamic graph convolutional backbone on hull point clouds, with a multi-head decoder for simultaneous near-body pressure and free-surface elevation outputs. Training data consist of 420 inviscid free-surface simulations generated using a potential-flow panel method for two parent yacht hulls, each parameterized into 70 variants and evaluated at three speeds. ShipNet predicts per-point pressure coefficient and two-dimensional wave elevation map using a composite loss that combines point-wise regression and image-structure terms. On a geometry-held-out test set, ShipNet achieves R^2=0.98 for hull pressure and R^2=0.91 for wave fields. Inference requires approximately 0.15s per case, yielding over a 550x speedup relative to the potential-flow solver on conventional hardware. Limitations include the restricted geometry and speed ranges and the inviscid training data, while future work will extend the model to high-fidelity viscous simulations with physics-informed regularization.",OpenAlex,C,OpenAlex/C,MAYBE,,1565,EXCLUDE,E1:non-performance-topic
REC-345,Experimental Data-Driven System Identification of Scale-Model Airboat Dynamics for Control and Autonomy Applications,Miguel Trejos,2026,ScholarWorks @ The University of New Orleans (The University of New Orleans),,https://openalex.org/W7163797518,"To achieve autonomous control of a surface watercraft requires an accurate model describing the dynamics of the system. To this end, the modeling of dynamics of an airboat with a combustion engine-based propulsion system is investigated. Specifically, a black-box data-based approach using neural networks. To facilitate this, a custom data collection system was developed to record linear and rotational motion during field tests. Due to the airboats unique ability to traverse different terrains, not just water, the modeling of dynamics on different terrains was investigated.",OpenAlex,C,OpenAlex/C,MAYBE,,579,EXCLUDE,E1:non-maritime
REC-346,Supervised machine learning of compressible flow past a rotating cylinder,"Sanjeev Kumar, Santosh Kumar, Aditi Sengupta",2026,arXiv (Cornell University),,https://openalex.org/W7162700291,"High-fidelity numerical simulations of compressible flow past a rapidly rotating cylinder are used to investigate the evolution of aerodynamic loads and flow instability over a wide range of Reynolds numbers (Re = 1000 to 6000). The study reveals a transition from periodic vortex shedding to complex multi-mode oscillatory states, with a critical bifurcation identified near Re = 5650. Spectral analysis of lift and drag signals shows the emergence and interaction of multiple dominant frequencies, accompanied by amplitude modulation and nonlinear mode coupling in the post-bifurcation regime. To model these highly nonlinear dependencies, data-driven approaches are systematically explored using a database of 101 high-fidelity simulations (1 million core hours). Polynomial regression provides baseline fits but fails to capture localized fluctuations near bifurcation. Bayesian regression frameworks employing B-spline and Gaussian radial basis functions improve flexibility and uncertainty quantification, with spline-based models demonstrating superior performance in capturing piecewise nonlinear trends. Artificial neural networks (ANNs) are then developed as high-capacity surrogate models, achieving excellent predictive accuracy for maximum lift coefficient and instability onset time, while maintaining reasonable fidelity for the more challenging drag coefficient. Beyond regression, the ANN is further evaluated as a generative model to reconstruct flow behavior at unseen Re. A hierarchical refinement strategy is introduced, and results show that when trained on high-fidelity data, ANN-based models can serve as efficient and reliable surrogates for complex fluid dynamics problems.",OpenAlex,C,OpenAlex/C,MAYBE,,1700,EXCLUDE,E1:non-maritime
REC-347,On Using Machine Learning to Early Detect Catastrophic Failures in Marine Diesel Engines,"Francesco Maione, Paolo Lino, Giuseppe Giannino, Guido Maione",2026,arXiv (Cornell University),,https://openalex.org/W7138824344,"Catastrophic failures of marine engines imply severe loss of functionality and destroy or damage the systems irreversibly. Being sudden and often unpredictable events, they pose a severe threat to navigation, crew, and passengers. The abrupt nature makes early detection the only effective countermeasure. However, research has concentrated on modeling the gradual degradation of components, with limited attention to sudden and anomalous phenomena. This work proposes a new method for early detection of catastrophic failures. Based on real data from a failed engine, the approach evaluates the derivatives of the deviation between actual sensor readings and expected values of engine variables. Predictions are obtained by a Random Forest, which is the most suitable Machine Learning algorithm among the tested ones. Traditional methods focus on deviations of monitored signals, whereas the proposed approach employs the derivatives of the deviations to provide earlier indications of abnormal dynamics, and to alert that a rapid and dangerous event is breaking out within the system. The method allows the detection of anomalies before measurements reach critical thresholds and alarms are triggered, which is the common method in industry. Consequently, operators can be warned in advance and shut down the engine, then prevent damage and unexpected power loss. Moreover, they have the time to safely change the ship route and avoid potential obstacles. Simulation results conf irm the effectiveness of the proposed approach in anticipating occurrence of catastrophic failures. Validation on real-world data further reinforces the robustness and practical applicability of the method. It is worth noting that data acquisition to train the predictive algorithm is not a problem, since a Deep Learning-based data augmentation procedure is used.",OpenAlex,C,OpenAlex/C,PASS,,1846,EXCLUDE,E1:non-performance-topic
REC-348,A Machine Learning Enabled MDO for Bio-Inspired Autonomous Underwater Gliders,"Andrea Serani, Giorgio Palma, Jeroen Wackers, Matteo Diez",2026,arXiv (Cornell University),,https://openalex.org/W7128555209,"The preliminary design of AUGs is intrinsically challenging due to the strong coupling between the external hydrodynamic shape, the hydrostatic balance, the structural integrity, and internal packaging constraints. This complexity is further amplified for bio-inspired configurations, whose rich geometric parametrizations lead to high-dimensional design spaces that are difficult to explore using conventional optimization approaches. This work presents a ML-enabled bi-level multidisciplinary design optimization (MDO) framework for the performance-driven design of a manta-ray-inspired AUG. At the upper level, hydrodynamically efficient external geometries are explored in a reduced design space obtained through physics-driven parametric model embedding, which identifies a low-dimensional latent representation directly correlated with the lift, drag, and pressure distributions. At the lower level, a constrained internal sizing problem determines the minimum feasible empty weight by accounting for structural, hydrostatic, geometric, and payload constraints. To render the resulting bi-level problem computationally tractable, a multi-fidelity surrogate-based optimization strategy is adopted, combining low- and high-fidelity hydrodynamic models with stochastic radial basis function surrogates and adaptive Bayesian sampling. The framework enables efficient exploration of the coupled design space while rigorously managing model uncertainty and computational cost. The optimized configurations exhibit a 14.7\% improvement in maximum hydrodynamic efficiency and a 12.8\% reduction in empty weight relative to the baseline design, while satisfying all disciplinary constraints. These results demonstrate that the integration of physics-driven dimensionality reduction and multi-fidelity machine learning enables scalable and physically consistent MDO of complex bio-inspired underwater vehicles.",OpenAlex,C,OpenAlex/C,MAYBE,,1906,EXCLUDE,E1:structural integrity
